T_K	rho_1e-6_ohms.m	sigma_1e3_S/m	S_1e-6_V/K	PF_1e-6_W/m/K^2	Nc_1e20_cm^-3	Ef_eV
1068.993288590604	13.366203309991096	74.81556106905171	-159.02940848696545	1.8921119316515145	-3.6876691442907408	0.07946278464543566
1075.03355704698	13.218267770565744	75.65287807429549	-158.3182690439935	1.896214749779845	-3.7242246319152286	0.07989070954802684
1081.0738255033557	13.063256587001353	76.55059007223772	-157.63915929016522	1.902290166024702	-3.758046162727476	0.080218586421386
1087.1140939597315	12.90340054998689	77.49895046085476	-156.996577998134	1.910188357529459	-3.789375961153083	0.08045965971742816
1093.1543624161075	12.740727391200966	78.48845433194202	-156.3911251866556	1.9196850608419385	-3.818628030635156	0.08062036380357204
1099.1946308724832	12.577003568570401	79.51019450284434	-155.8197659084508	1.9304915765818003	-3.846371160269241	0.08072685358270901
1105.234899328859	12.413702770590502	80.55614174757879	-155.27637572959364	1.9422692250082787	-3.8733053391286068	0.08080981074545063
1111.275167785235	12.252002281899468	81.61931225538154	-154.75254492112805	1.954647869674814	-3.9002324371231643	0.08088109673308107
1117.3154362416108	12.092805574345341	82.69379622884875	-154.2385977842369	1.967247790447957	-3.928022237489776	0.08097530813675562
1123.3557046979865	11.936786795660993	83.77463861241945	-153.72476292362933	1.9797038466428831	-3.9575750873480544	0.0811448290769218
1129.3959731543623	11.784450503333918	84.85758412894108	-153.2024114179399	1.9916905635635358	-3.9897825622256975	0.08138619028005806
1135.4362416107383	11.636198291804325	85.93872112890391	-152.66526474205733	2.002946535826736	-4.025487613453303	0.0817363782974247
1141.476510067114	11.492393090574527	87.0140789754354	-152.1104650744598	2.013296395521375	-4.065445681765837	0.08225352513941275
1147.5167785234898	11.353411994953586	88.07924881476022	-151.53939918200166	2.0226685611910558	-4.11028821672482	0.08290173398670465
1153.5570469798658	11.21967956030157	89.12910521422427	-150.95817484296012	2.031107076582604	-4.160489942573671	0.08371799475240534
1159.5973154362416	11.091675472133966	90.15770453366922	-150.37766643346012	2.0387760729914617	-4.216341061932441	0.08475083406407671
1165.6375838926174	10.969913226385433	91.15842389662167	-149.81307359925498	2.0459557480611936	-4.27792539645346	0.0859130474317707
1171.6778523489934	10.854889659747935	92.12438185421605	-149.28297254218046	2.053029242081389	-4.34510523676759	0.08726884322081789
1177.7181208053692	10.747008542423123	93.0491490773981	-148.80788099925223	2.060460393241194	-4.417513422688442	0.08877708623922993
1183.758389261745	10.646484639688111	93.92771734927285	-148.4084022079323	2.0687630322412813	-4.494552909128216	0.09040572267655451
1189.7986577181207	10.55323732696484	94.7576529379165	-148.10305612298305	2.078463181806974	-4.5754038043727245	0.09213783317390893
1195.8389261744967	10.466784711981818	95.5403237495898	-147.90594369957145	2.090056190476348	-4.659037605708032	0.09393703628536991
1201.8791946308725	10.386150059546926	96.28206739424127	-147.82441817303314	2.1039613796172154	-4.744238112794907	0.09576878650534189
1207.9194630872482	10.3097920121226	96.99516719873364	-147.8569525470046	2.120477153252119	-4.829628280398515	0.09755641166740271
1213.9597315436242	10.235568649980237	97.69852894318	-147.99139257054486	2.1397396689837462	-4.91370208651958	0.09930415899384565
1220.	10.160742951452402	98.4180000200731	-148.20376829990192	2.1616880815936175	-4.994860345394073	0.1009387286419502
