T_K	rho_1e-6_ohms.m	sigma_1e3_S/m	S_1e-6_V/K	PF_1e-6_W/m/K^2	Nc_1e20_cm^-3	Ef_eV
458.9261744966443	13.553376390781182	73.78235291098284	-141.27787441776715	1.472654283664587	-2.850398906054867	0.12436468587068643
464.96644295302013	13.603473063512268	73.51063918244793	-142.5600439496405	1.493983634623095	-2.844381362247436	0.12372093507563965
471.00671140939596	13.654387637346781	73.23653220924028	-143.80102447544596	1.514438815522447	-2.8380410683648636	0.12305674759109067
477.0469798657718	13.7063564448294	72.95884971510726	-145.012479978425	1.5342238788358649	-2.8317350893775317	0.1224085144699174
483.0872483221477	13.759526281227629	72.6769206701773	-146.2047146283163	1.553528671165869	-2.825837005731589	0.1217677665674776
489.1275167785235	13.813943159599894	72.39062651745874	-147.38583913456472	1.572511579527084	-2.8207180921052775	0.12112343437112195
495.1677852348993	13.869554671867554	72.10036830009832	-148.56123644747146	1.5912869228287707	-2.816728579131018	0.12051438577928598
501.20805369127515	13.926223783555134	71.8069747795419	-149.7333503703139	1.6099178471908564	-2.81417999661471	0.11995004844653488
507.248322147651	13.983750994264152	71.51157085178214	-150.90178783086125	1.628414978205104	-2.813329531768559	0.11943966974117085
513.2885906040268	14.041901332769962	71.21542704948888	-152.0636960769894	1.6467405030564755	-2.814367220236645	0.1189882192147629
519.3288590604027	14.10043261555677	70.91980985723211	-153.21435257249175	1.6648168516694049	-2.817406627789847	0.11859917159069504
525.3691275167786	14.159121729074904	70.62584947953093	-154.34788978975496	1.6825387575862625	-2.82247948557143	0.1182376729506797
531.4093959731543	14.217786315813061	70.33443728773707	-155.45807043412572	1.699787233137887	-2.829534522788864	0.11796376761958126
537.4496644295302	14.276300050761188	70.04616017065862	-156.53903094041019	1.716443904977758	-2.838440510207547	0.11774764197090154
543.489932885906	14.334600580814548	69.76127408379983	-157.58592148844815	1.7324042278931935	-2.8489932987867115	0.11754878451793184
549.5302013422819	14.392690064848978	69.47971473673869	-158.59538764961684	1.747588315346396	-2.8609264232332303	0.11740646197402577
555.5704697986578	14.450629012657634	69.201139903604	        -159.5658598877544	1.761948467393106	-2.8739246521399977	0.11730927143480666
561.6107382550335	14.508524715761368	68.92499544861704	-160.49763998141276	1.7754728991583344	-2.8876397151257804	0.11721754103108825
567.6510067114094	14.566515957246743	68.65059585525026	-161.39279546762128	1.7881856241605196	-2.901707331178486	0.11710960344527425
573.6912751677852	14.624755871839811	68.37720976426793	-162.2548921404055	1.8001428710469611	-2.915764606700314	0.11703537377465245
579.7315436241611	14.683394814220323	68.10414162748911	-163.0886086592903	1.8114267586582948	-2.92946686908006	0.11694775059751197
585.771812080537	14.742564913135997	67.83080189180478	-163.89928528165353	1.8221371840052922	-2.9425030513382953	0.11678308729798352
591.8120805369127	14.802367682002608	67.55675993752307	-164.69246022056615	1.8323829698191376	-2.9546088418954044	0.11663038356792593
597.8523489932886	14.8628656685708	67.28177609211744	-165.47344249721493	1.842273272359601	-2.96557695435036	0.11644591990620347
603.8926174496644	14.924078700972846	67.00581121532237	-166.24696042775122	1.8519100847186405	-2.975264046563009	0.11618361153738566
609.9328859060403	14.985984863429563	66.72901441668404	-167.0169116094051	1.8613824194908541	-2.983594015707977	0.11587253420343314
615.9731543624162	15.04852594242788	66.45169127034534	-167.78622531537323	1.8707624596113237	-2.990557604575497	0.11555079507742086
622.0134228187919	15.111616744539397	66.17425632908216	-168.55683352316964	1.880103671741412	-2.996208462049409	0.11516812764870688
628.0536912751678	15.17515741302529	65.89717475626777	-169.32973418088707	1.8894406230777787	-3.000655995508399	0.11470998744135263
634.0939597315436	15.239047668212082	65.62089848212442	-170.1051211926092	1.8987900612917463	-3.004055523956169	0.1142409836605084
640.1342281879195	15.303201768144177	65.34580247655391	-170.8825508865826	1.9081527277704244	-3.006596378684231	0.11376555165344872
646.1744966442953	15.3675629309795	65.07212656237756	-171.66111471451006	1.9175153820665027	-3.0084886960071895	0.11321613397927853
652.2147651006711	15.43211597850824	64.79992772168538	-172.43959228798758	1.9268526124258554	-3.0099496993742783	0.11265265160094179
658.255033557047	15.496897051059022	64.52904711860766	-173.21656669862506	1.936128173272521	-3.0111902739545973	0.11210372476495445
664.2953020134228	15.56199940827273	64.2590951049903	-173.9904940732855	1.9452957961027226	-3.012402596346871	0.11153833954771594
670.3355704697987	15.627574567245778	63.98945630986941	-174.75972991873462	1.9542996304289364	-3.0137494987871123	0.11096203236908356
676.3758389261745	15.693828335950972	63.71931555471577	-175.52252440937752	1.9630746504640988	-3.01535612687761	0.11039428876272152
682.4161073825503	15.761011666910347	63.44770381075617	-176.27700593549667	1.9715474792028074	-3.0173043001895032	0.10983814904799284
688.4563758389262	15.82940666790285	63.173561775230105	-177.02117588526073	1.9796381108422187	-3.019629815346137	0.109294701797523
694.496644295302	15.899308538322805	62.89581698409437	-177.75293720094203	1.987262943379239	-3.0223227515219997	0.10876333176373947
700.5369127516778	15.971004618482903	62.61346883856769	-178.4701747169999	1.99433936839861	-3.0253306591643065	0.10823757209583981
706.5771812080537	16.044752104283702	62.32567468169329	-179.1708972124526	2.0007919224469943	-3.028564344341924	0.10768871595094465
712.6174496644295	16.12075624730614	62.031829317381124	-179.85344054998922	2.006559716022869	-3.0319058127848852	0.10717103357267274
718.6577181208054	16.199150987618072	61.731630303610146	-180.51671965549258	2.0116045649606726	-3.035217817370089	0.1066522407130248
724.6979865771812	16.27998391769598	61.42512210426831	-181.16050603060495	2.01591900281862	-3.038354366774985	0.10608705691673585
730.738255033557	16.363207228631506	61.11271378695559	-181.7856985914105	2.0195331972906185	-3.04117150544302	0.10551546528165875
736.7785234899329	16.448675841077005	60.79516732299609	-182.39455027839904	2.022519763455997	-3.0435376678655963	0.10495710857381693
742.8187919463087	16.536153293776085	60.47355646953166	-182.99081208167638	2.024995578561479	-3.0453429431934333	0.1043558309868024
748.8590604026846	16.625325197948516	60.14919937466216	-183.57976033977772	2.027119951348009	-3.0465066569165096	0.1037055260983167
754.8993288590603	16.71581923639943	59.8235710650936	-184.16808226723055	2.0290888556710236	-3.04698278034698	0.1030405724914181
760.9395973154362	16.807229881636268	59.49820446572276	-184.76360790749135	2.031125357801659	-3.0467628098083104	0.1023775578896677
766.9798657718121	16.899145328440785	59.17459022717724	-185.374892817981	2.0334667948824934	-3.045875908325259	0.10164921062875387
773.0201342281879	16.991173684269704	58.85408616155764	-186.01067308818753	2.0363496451544694	-3.044386264908695	0.1008999859323684
779.0604026845638	17.08296532374673	58.53784638957954	-186.67923085503998	2.039993325057339	-3.0423877914397126	0.10013310713067651
785.1006711409397	17.174228553157022	58.22677839093837	-187.38772237850299	2.0445843252591462	-3.0399964359181557	0.09935249132633263
791.1409395973154	17.26473637038477	57.92153314981162	-188.14153023280727	2.050262143536771	-3.03734053511549	0.09856246472882617
797.1812080536913	17.35432312070906	57.62252973189669	-188.94370491052	2.0571083860201314	-3.0345497519716984	0.09776764070096029
803.2214765100671	17.442871162578882	57.3300112509776	-189.79455833466136	2.0651401961122677	-3.03174323710503	0.09694600136864728
809.261744966443	17.53028914312875	57.04412470526559	-190.69146229649158	2.0743088431617434	-3.0290177147128596	0.09611764488371938
815.3020134228188	17.616484972178398	56.76501308741747	-191.62888924543032	2.0845038752867913	-3.0264362177568125	0.09532073046355811
821.3422818791946	17.701337880740798	56.492905041262915	-192.5987123755078	2.095562734219228	-3.0240181842399223	0.09451888577961229
827.3825503355705	17.78467485520375	56.22818567905404	-193.59075835640778	2.1072851781736834	-3.021731576002023	0.09368424819589316
833.4228187919463	17.866257070214996	55.97143240858822	-194.59358151533098	2.119451310822771	-3.0194875959612615	0.09285107414705317
839.4630872483222	17.945781566050194	55.72340197719773	-195.59540514077364	2.131841534534165	-3.0171384629252476	0.09204556489657359
845.503355704698	18.022902263235835	55.48495938081283	-196.58515616072094	2.1442564054495725	-3.0144785602745845	0.0911935551549105
851.5436241610738	18.097272499735464	55.25694548803514	-197.55350578473454	2.156534231797064	-3.011249112474902	0.09031646301384229
857.5838926174497	18.168608733119584	55.03998763411634	-198.49382235465762	2.1685643679001374	-3.007146368927148	0.08941228851045432
863.6241610738255	18.236772088164795	54.834265360423885	-199.40294455250944	2.1802945227360375	-3.001833096175423	0.08844308708847372
869.6644295302013	18.301861349513985	54.63925121619149	-200.2816934553438	2.1917309921269577	-2.994953005230735	0.08742913428414249
875.7046979865772	18.36430815835236	54.45345348036893	-201.13506012603625	2.2029314724554183	-2.9861475789935974	0.08634301089439304
881.744966442953	18.424962953397383	54.27419325234571	-201.9720301717534	2.2139909358231784	-2.9750746232205945	0.08515805739230146
887.7852348993289	18.485158960945597	54.097452021524056	-202.80503604477343	2.2250218530453942	-2.9614277502327115	0.08384246741592839
893.8255033557047	18.546741580648714	53.917826786532636	-203.64905939651993	2.2361307625248474	-2.944955923527126	0.08241803404514302
899.8657718120805	18.612052016440174	53.728626973355325	-204.52043685508954	2.2473937346859514	-2.925482148258748	0.08089075685852284
905.9060402684564	18.68385700242271	53.52213945280845	-205.4354504830256	2.2588336182240725	-2.9029203902322234	0.07921114792047182
911.9463087248322	18.76522083954682	53.29007361813441	-206.4088063897497	2.2704020229516297	-2.877289845914545	0.07740936872782003
917.9865771812081	18.85932138508636	53.02417725331217	-207.45211944928064	2.281968740297891	-2.848725767524833	0.07548301473480028
924.0268456375838	18.969217660272733	52.71698695799679	-208.57252734019804	2.293320680914797	-2.817486168120931	0.0734091629872681
930.0671140939597	19.097582777329944	52.36264775807461	-209.77155244962057	2.3041714090308654	-2.7839538875845546	0.07121422150294525
936.1073825503356	19.246421283767592	51.957711267777285	-211.04431564541733	2.314181037064136	-2.7486336856580227	0.06893479784357491
942.1476510067114	19.416794127638212	51.50180783843106	-212.37918241631738	2.3229847742795124	-2.7121442353097223	0.06657878216856529
948.1879194630873	19.60857668558926	50.99809211215826	-213.75789105929948	2.330227059453002	-2.6752051101445296	0.06415569722856858
954.228187919463	19.820275235610016	50.45338614689639	-215.1561767424264	2.335597252819556	-2.6386190838254966	0.06172625322427265
960.2684563758389	20.0489246768855	49.87798678065287	-216.5448671344953	2.338862569340582	-2.6032502775636477	0.05932783845224263
966.3087248322148	20.290085229674283	49.28515522140333	-217.8913878604765	2.3398944048953485	-2.5699988936094322	0.05696779678725582
972.3489932885906	20.537948587602955	48.690354624980245	-219.16158231791695	2.3386853345755223	-2.539773448657392	0.05473408354764001
978.3892617449665	20.785555099023107	48.11033408710835	-220.32172314948377	2.3353555611242336	-2.5134615623107845	0.052661254796474
984.4295302013422	21.025113794250156	47.56216826153279	-221.34057423643685	2.330149091355387	-2.491900454669863	0.05076219218722659
990.4697986577181	21.248407368533698	47.062350728501094	-222.19135413798705	2.323421092104147	-2.475848357784084	0.049097978659140305
996.510067114094	21.447255549050055	46.62601225191687	-222.85345534695108	2.3156185390011466	-2.4659580442583278	0.04771390874078882
