T_K	rho_1e-6_ohms.m	sigma_1e3_S/m	S_1e-6_V/K	PF_1e-6_W/m/K^2	Nc_1e20_cm^-3	Ef_eV
320.	7.644972567731282	130.80491671362003	-72.190771432366	0.6816908018738224	-2.8684904110056375	0.1301274734772199
326.0402684563758	7.657618950684768	130.5888953785794	-74.24303782848129	0.7198097347881749	-2.8664243713475064	0.12974664481310264
332.08053691275165	7.662956508463687	130.49793495441432	-76.21055377175033	0.7579383361737595	-2.8639762562560613	0.12936035324969125
338.12080536912754	7.664247753196694	130.47594913446113	-78.1017536914113	0.795888145334246	-2.862223901362032	0.12899331514001125
344.16107382550337	7.664377532350981	130.47373981501386	-79.92361820757436	0.8334381651252916	-2.862102067531633	0.1286436527861128
350.2013422818792	7.665761270249714	130.45018814777475	-81.68108442104602	0.8703375068684747	-2.864366347569082	0.12837235645268097
356.241610738255	7.670288693024193	130.373189331121	-83.3767197336386	0.9063123529970886	-2.869565056194362	0.1281834833512069
362.28187919463085	7.679303964913952	130.22013512798944	-85.0106865068501	0.9410770628932806	-2.8780205819164406	0.12806431254280548
368.32214765100673	7.693620485672172	129.97781757786206	-86.58099770860912	0.9743487059413027	-2.889821251930926	0.12803574796150768
374.36241610738256	7.71356619254821	129.64172148623848	-88.0840358693631	1.0058638483624778	-2.9048242620624123	0.1281082205478171
380.4026845637584	7.739053268962632	129.21477152903012	-89.51528188787336	1.0353961153880926	-2.9226696775705543	0.12825435266994648
386.4429530201342	7.769664829427066	128.70568061218927	-90.87017910347717	1.0627729292805177	-2.94280494576593	0.12843363675637484
392.48322147651004	7.804750508865112	128.1270937314574	-92.1450438090788	1.0878898805199202	-2.9645188086165457	0.12867749890057747
398.5234899328859	7.843522949527721	127.4937303600562	-93.33792760828106	1.1107213921944714	-2.9869829942594848	0.12893778412032644
404.56375838926175	7.88514789965296	126.82070301357464	-94.44934049019398	1.131326645049386	-3.0092996306707405	0.12916903405437097
410.6040268456376	7.928821906739978	126.12214169546922	-95.48275604914619	1.1498501050945287	-3.030551989627855	0.12938064018258222
416.6442953020134	7.97383325244918	125.41019712104561	-96.444840820969	1.1665164076669199	-3.0498559565161156	0.12953415771978677
422.6845637583893	8.019603656607066	124.69444162320112	-97.34537630631617	1.1816197774825519	-3.06640954700646	0.12959825300729216
428.7248322147651	8.065710187929916	123.98164286840715	-98.19687230976756	1.1955085797467262	-3.0795378630235257	0.12956709873829977
434.76510067114094	8.111888583346234	123.275854904246	-99.01390074828481	1.208565975809674	-3.088731097195597	0.12942510633133353
440.80536912751677	8.15802064838087	122.57875324187503	-99.8122069905746	1.2211879687147604	-3.093673547972523	0.12915688625285757
446.8456375838926	8.20410948019248	121.89013352568504	-100.60767823079603	1.2337603421101488	-3.0942620793189652	0.12875366236866886
452.8859060402685	8.25024686245307	121.20849432409192	-101.41526306296008	1.2466361011495009	-3.090613024411734	0.1282381724393195
458.9261744966443	8.296577316812838	120.53163151671247	-102.24794178084554	1.2601150087799542	-3.0830571609892123	0.12761207025709928
464.96644295302013	8.343262995158302	119.85718304460885	-103.11584241207882	1.2744266796483659	-3.072123041532325	0.12684272752977777
471.00671140939596	8.390452934942	119.18307721332957	-104.02558355665082	1.289718459564489	-3.058509606597695	0.1260106640460482
477.0469798657718	8.43825927890497	118.50785416133475	-104.97990317238911	1.3060489972896823	-3.04304960674915	0.12513430441836607
483.0872483221477	8.486741997925076	117.83084724909631	-105.97760479786257	1.3233880235121878	-3.026665872328751	0.12419962109169204
489.1275167785235	8.535902570608256	117.15222751526105	-107.01382218454637	1.3416224053421522	-3.0103228700559668	0.12323583350130056
495.1677852348993	8.585686074517064	116.47292846730936	-108.08057307148069	1.3605680634109074	-2.9949762469282177	0.1222989479719006
501.20805369127515	8.63599032050882	115.79447902172745	-109.16754597492684	1.3799868517552483	-2.981523169025635	0.12143891407336403
507.248322147651	8.686680075640655	115.11877855433147	-110.26304310019361	1.3996070498565574	-2.970756208657467	0.12061558300514212
